"17574","Jihlava","CZ",50100,"2019-03-20","2005-02-21"
"17575","Pribram (Příbram)","CZ",35251,"2019-03-20","2004-05-27"
"17576","Saqqez","IR",151237,"2009-03-03","2007-09-05"
"17577","Brecht","BE",25908,"2011-02-11","2002-09-16"
"17578","Riemst","BE",15809,"2011-03-02","2007-10-04"
"17579","Eitorf","DE",19761,"2011-07-31","1999-10-07"
"17580","Agoura","US",20537,"2006-01-15","1992-11-19"
"17581","Kalisz","PL",108759,"2011-07-31","2008-10-04"
"17582","Lusaka","ZM",1267440,"2011-10-27","2006-08-29"
"17583","Gostyn (Gostyń)","PL",20771,"2011-07-31","2005-01-03"
"17584","el hed","DZ",31890,"2007-03-25","1987-11-30"
"17585","Sesena (Seseña)","ES",16231,"2011-07-31","1997-03-06"
"17586","Knurow (Knurów)","PL",39744,"2011-07-31","1997-05-05"
"17587","Owando","CG",23952,"2011-10-27","2008-10-27"
"17588","Niamey","NE",774235,"2011-10-27","2008-09-27"
"17589","Percut","ID",311063,"2012-01-17","1998-08-23"
"17590","Cimahi","ID",493698,"2012-01-17","1998-09-22"
"17591","Bekasi","ID",1520119,"2012-01-17","1998-01-25"
"17592","Bedong","MY",47585,"2012-01-17","1998-10-22"
"17593","Marang","MY",21410,"2012-01-17","1998-03-26"
"17594","Kampar","MY",19056,"2012-01-17","1998-10-22"
"17595","Kalach","RU",20449,"2012-01-17","1998-09-22"
"17596","Baymak","RU",17493,"2012-01-17","1998-11-21"
"17597","Arzgir","RU",15838,"2012-01-17","1998-12-21"
"17796","Panshi","CN",80200,"2012-01-18","1996-05-26"
"17797","Helong","CN",85756,"2012-01-18","1996-12-22"
"17864","Kabare","CD",37034,"2012-12-05","2011-08-08"
"17964","Mahoba (Mahobā)","IN",89170,"2015-08-07","2003-06-11"
"18130","Kathor (Kāthor)","IN",15311,"2014-10-13","1995-09-18"
"18428","Brough","GB",19904,"2017-06-12","2016-01-14"
"18792","Irving","US",236607,"2017-03-09","2001-05-17"
"18793","Taylor","US",16702,"2017-03-09","2002-01-12"
"18794","Vienna","US",16522,"2017-03-09","2002-02-11"
"19191","Gunsan","KR",243406,"2016-12-11","2007-02-17"
"19720","Besuki","ID",55465,"2007-11-09","1999-12-16"
"20117","Xiulin","CN",122411,"2015-09-25","2002-12-02"
"20580","Crosby","GB",52140,"2018-07-04","2009-02-06"
"21142","Izmir (İzmir)","TR",2500603,"2012-12-05","2004-08-09"
"21737","Noida","IN",293908,"2014-10-14","2011-03-19"
"22332","Seydi","TM",17762,"2013-10-30","2002-09-03"
"23424","Lodi","US",64596,"2017-03-09","2016-02-08"
"23425","Taki (Tāki)","IN",40113,"2014-10-14","1994-09-19"
"23558","Goch","DE",33706,"2017-09-20","1999-07-27"
"23757","Iwai","JP",42497,"2017-04-09","2004-12-13"
"24121","Dax","FR",22305,"2016-02-18","1998-10-25"
"24197","Po (Pô)","BF",17924,"2017-05-21","2007-12-25"
"24198","Ho","GH",69998,"2012-06-05","1997-06-09"
"24199","Oi (Ōi)","JP",50593,"2017-04-09","2001-04-18"
"24200","Of","TR",31951,"2015-02-07","1997-01-12"
